Elapsed Time (min),Date,Voltage (V),R_therm (Ohms),Temp_SH (K),Temp_SH (F),Temp_SH (C),Temp_Beta (K),Temp_Beta (F),Temp_Beta (C)
4.65,09-18-2025 12:57:33,0.2632,555.7608,380.1,224.47,106.93,381.33,226.73,108.18
4.67,09-18-2025 12:57:34,2.2594,8244.0137,302.6,85.03,29.46,302.56,84.94,29.41
4.69,09-18-2025 12:57:35,2.7763,12485.1738,293.2,68.03,20.01,293.24,68.16,20.09
4.71,09-18-2025 12:57:36,2.3775,9065.7769,300.4,81.05,27.25,300.37,81.0,27.22
4.73,09-18-2025 12:57:37,4.5832,109976.0048,251.0,-7.86,-22.15,252.46,-5.24,-20.69
4.74,09-18-2025 12:57:38,4.9918,6096870.229,195.3,-108.2,-77.89,200.9,-98.05,-72.25
4.76,09-18-2025 12:57:39,3.8565,33725.4045,272.5,30.86,-0.63,273.09,31.89,-0.06
4.78,09-18-2025 12:57:40,1.4014,3894.1957,321.1,118.32,47.95,321.0,118.13,47.85
4.8,09-18-2025 12:57:41,1.8982,6119.9323,309.7,97.83,36.57,309.63,97.66,36.48
4.81,09-18-2025 12:57:42,4.8084,251011.4192,237.6,-31.97,-35.54,239.81,-28.01,-33.34
4.83,09-18-2025 12:57:43,1.3991,3885.5139,321.2,118.42,48.01,321.06,118.24,47.91
4.85,09-18-2025 12:57:44,0.2878,610.7832,376.8,218.52,103.62,377.89,220.53,104.74
4.87,09-18-2025 12:57:46,0.7631,1801.1506,342.3,156.53,69.18,342.46,156.76,69.31
4.89,09-18-2025 12:57:47,5.2268,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
4.9,09-18-2025 12:57:48,0.5062,1126.5647,356.5,182.1,83.39,356.98,182.9,83.83
4.92,09-18-2025 12:57:49,5.9593,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
4.94,09-18-2025 12:57:50,2.9876,14846.2637,289.4,61.2,16.22,289.51,61.46,16.36
4.96,09-18-2025 12:57:51,1.1319,2926.3682,328.7,131.97,55.54,328.63,131.87,55.48
4.97,09-18-2025 12:57:52,2.6175,10986.3589,296.0,73.16,22.87,296.05,73.22,22.9
4.99,09-18-2025 12:57:53,3.7431,29779.2253,275.0,35.26,1.81,275.46,36.16,2.31
5.01,09-18-2025 12:57:54,0.1817,377.077,394.3,250.0,121.11,396.17,253.44,123.02
5.02,09-18-2025 12:57:55,1.4694,4162.0492,319.4,115.22,46.23,319.27,115.02,46.12
5.05,09-18-2025 12:57:56,0.9962,2488.0973,333.1,139.98,59.99,333.13,139.96,59.98
5.06,09-18-2025 12:57:57,1.9166,6215.9971,309.3,97.15,36.2,309.25,96.98,36.1
5.08,09-18-2025 12:57:58,2.8262,13001.0638,292.3,66.42,19.12,292.36,66.58,19.21
5.1,09-18-2025 12:57:59,3.7416,29731.8103,275.0,35.32,1.84,275.49,36.22,2.34
5.11,09-18-2025 12:58:00,0.4877,1080.7928,357.8,184.45,84.7,358.33,185.32,85.18
5.13,09-18-2025 12:58:02,0.675,1560.6936,346.6,164.14,73.41,346.77,164.51,73.62
5.15,09-18-2025 12:58:03,0.2415,507.5129,383.3,230.29,110.16,384.71,232.8,111.56
5.17,09-18-2025 12:58:04,4.7672,204765.1007,240.8,-26.22,-32.35,242.81,-22.61,-30.34
5.18,09-18-2025 12:58:05,5.1581,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
5.2,09-18-2025 12:58:06,4.3725,69681.2749,259.0,6.45,-14.19,260.04,8.41,-13.11
5.22,09-18-2025 12:58:07,0.1166,238.8205,412.3,282.43,139.13,415.19,287.67,142.04
5.24,09-18-2025 12:58:08,0.7753,1835.1949,341.8,155.55,68.64,341.9,155.76,68.75
5.26,09-18-2025 12:58:09,3.6594,27297.7761,276.7,38.38,3.55,277.14,39.19,3.99
5.27,09-18-2025 12:58:10,2.6507,11282.8221,295.4,72.09,22.27,295.46,72.15,22.31
5.29,09-18-2025 12:58:11,1.7212,5249.7141,313.5,104.64,40.35,313.39,104.44,40.24
5.31,09-18-2025 12:58:12,0.4284,937.1796,362.4,192.66,89.26,363.02,193.77,89.87
5.33,09-18-2025 12:58:13,4.7481,188461.9201,242.1,-23.85,-31.03,244.06,-20.37,-29.09
5.34,09-18-2025 12:58:14,0.8876,2158.4243,337.1,147.16,63.98,337.17,147.24,64.02
5.36,09-18-2025 12:58:15,3.0581,15748.3103,288.1,58.91,14.95,288.27,59.21,15.12
5.38,09-18-2025 12:58:16,1.0449,2642.0253,331.5,136.99,58.33,331.45,136.94,58.3
5.4,09-18-2025 12:58:17,4.9378,794020.1005,220.8,-62.28,-52.38,224.14,-56.22,-49.01
5.42,09-18-2025 12:58:18,2.3619,8953.3038,300.7,81.57,27.54,300.66,81.52,27.51
5.43,09-18-2025 12:58:19,4.0001,40006.2508,269.2,24.92,-3.93,269.9,26.16,-3.25
5.45,09-18-2025 12:58:20,5.538,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
5.47,09-18-2025 12:58:21,0.3443,739.4083,370.2,206.75,97.08,371.11,208.32,97.96
5.49,09-18-2025 12:58:23,1.8797,6024.0361,310.1,98.53,36.96,310.01,98.35,36.86
5.51,09-18-2025 12:58:24,3.7526,30084.1768,274.8,34.9,1.61,275.27,35.81,2.12
5.52,09-18-2025 12:58:25,0.6941,1612.0417,345.6,162.41,72.45,345.79,162.74,72.64
5.54,09-18-2025 12:58:26,2.9239,14083.3283,290.5,63.26,17.37,290.64,63.48,17.49
5.56,09-18-2025 12:58:27,2.0295,6832.1831,307.1,93.04,33.91,306.98,92.89,33.83
5.58,09-18-2025 12:58:28,4.2276,54730.1562,263.3,14.34,-9.81,264.25,15.97,-8.9
5.6,09-18-2025 12:58:29,1.7876,5564.808,312.1,102.03,38.91,311.95,101.84,38.8
5.61,09-18-2025 12:58:30,4.8502,323889.8164,233.7,-39.0,-39.44,236.16,-34.59,-36.99
5.63,09-18-2025 12:58:31,2.7536,12258.0825,293.6,68.76,20.42,293.64,68.88,20.49
5.65,09-18-2025 12:58:32,2.8403,13150.8276,292.0,65.96,18.87,292.11,66.13,18.96
5.67,09-18-2025 12:58:34,2.4392,9525.0531,299.3,79.0,26.11,299.25,78.98,26.1
5.68,09-18-2025 12:58:35,2.4534,9634.311,299.0,78.53,25.85,298.99,78.51,25.84
5.7,09-18-2025 12:58:36,1.773,5494.2671,312.4,102.6,39.22,312.27,102.41,39.12
5.72,09-18-2025 12:58:37,3.5288,23984.7069,279.3,43.09,6.16,279.68,43.76,6.53
5.73,09-18-2025 12:58:38,5.181,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
5.76,09-18-2025 12:58:39,5.8213,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
5.77,09-18-2025 12:58:40,3.6555,27188.5459,276.8,38.53,3.63,277.22,39.33,4.07
5.79,09-18-2025 12:58:41,2.3265,8702.0759,301.3,82.76,28.2,301.31,82.69,28.16
5.81,09-18-2025 12:58:42,1.6566,4954.6687,315.0,107.24,41.8,314.84,107.04,41.69
5.82,09-18-2025 12:58:43,4.8257,276841.1617,236.1,-34.69,-37.05,238.39,-30.56,-34.76
5.85,09-18-2025 12:58:44,2.8172,12906.2276,292.4,66.71,19.28,292.52,66.86,19.37
5.86,09-18-2025 12:58:45,2.3027,8536.9697,301.8,83.56,28.64,301.75,83.49,28.6
5.88,09-18-2025 12:58:46,2.0674,7049.5716,306.3,91.69,33.16,306.23,91.55,33.08
5.9,09-18-2025 12:58:47,2.3342,8756.0078,301.2,82.5,28.06,301.17,82.44,28.02
5.91,09-18-2025 12:58:48,0.8567,2067.6391,338.4,149.36,65.2,338.41,149.47,65.26
5.93,09-18-2025 12:58:50,2.9143,13972.9106,290.7,63.57,17.54,290.81,63.78,17.66
5.95,09-18-2025 12:58:51,4.8726,382349.1908,231.2,-43.47,-41.93,233.84,-38.76,-39.31
5.97,09-18-2025 12:58:52,0.7543,1776.6557,342.7,157.25,69.58,342.87,157.49,69.72
5.98,09-18-2025 12:58:53,4.2336,55236.8915,263.2,14.04,-9.98,264.08,15.68,-9.07
6.0,09-18-2025 12:58:54,3.0088,15110.6438,289.0,60.52,15.84,289.14,60.78,15.99
6.02,09-18-2025 12:58:55,5.6348,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.04,09-18-2025 12:58:56,4.6427,129933.5316,248.2,-12.91,-24.95,249.8,-10.03,-23.35
6.06,09-18-2025 12:58:57,0.3489,750.2318,369.7,205.87,96.59,370.6,207.41,97.45
6.07,09-18-2025 12:58:58,4.4696,84272.9201,255.6,0.4,-17.56,256.83,2.62,-16.32
6.09,09-18-2025 12:58:59,3.6887,28129.7364,276.1,37.3,2.95,276.56,38.14,3.41
6.11,09-18-2025 12:59:00,5.799,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.13,09-18-2025 12:59:01,4.8846,423134.8132,229.7,-46.16,-43.42,232.44,-41.27,-40.71
6.14,09-18-2025 12:59:02,4.1261,47216.4211,266.1,19.28,-7.07,266.88,20.72,-6.27
6.16,09-18-2025 12:59:03,5.9419,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.18,09-18-2025 12:59:04,5.8611,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.2,09-18-2025 12:59:06,1.8128,5687.5049,311.5,101.07,38.37,311.41,100.88,38.26
6.22,09-18-2025 12:59:07,1.0337,2606.1676,331.9,137.67,58.71,331.83,137.63,58.68
6.23,09-18-2025 12:59:08,3.7909,31352.2175,273.9,33.43,0.8,274.48,34.39,1.33
6.25,09-18-2025 12:59:09,2.5573,10469.2577,297.1,75.12,23.96,297.12,75.15,23.97
6.27,09-18-2025 12:59:10,5.5029,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.29,09-18-2025 12:59:11,5.6576,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.31,09-18-2025 12:59:12,0.8233,1971.2092,339.7,151.83,66.57,339.8,151.97,66.65
6.32,09-18-2025 12:59:13,0.1429,294.1555,403.9,267.3,130.72,406.29,271.65,133.14
6.34,09-18-2025 12:59:14,4.449,80744.1016,256.3,1.75,-16.81,257.55,3.91,-15.6
6.36,09-18-2025 12:59:15,0.3782,818.2666,366.8,200.66,93.7,367.61,202.02,94.46
6.38,09-18-2025 12:59:16,2.4581,9670.5188,298.9,78.38,25.77,298.91,78.36,25.76
6.4,09-18-2025 12:59:17,3.2076,17894.9754,285.4,54.02,12.23,285.6,54.42,12.45
6.41,09-18-2025 12:59:18,0.3587,772.8148,368.7,204.08,95.6,369.57,205.56,96.42
6.43,09-18-2025 12:59:19,2.4551,9647.3304,299.0,78.48,25.82,298.96,78.46,25.81
6.45,09-18-2025 12:59:20,4.674,143374.2331,246.6,-15.85,-26.58,248.25,-12.82,-24.9
6.47,09-18-2025 12:59:22,4.9431,868155.8727,219.6,-64.48,-53.6,223.01,-58.25,-50.14
6.48,09-18-2025 12:59:23,1.5557,4516.6851,317.3,111.45,44.14,317.18,111.25,44.03
6.5,09-18-2025 12:59:24,4.7218,169734.891,243.8,-20.81,-29.34,245.65,-17.51,-27.5
6.52,09-18-2025 12:59:25,1.5381,4442.7795,317.7,112.21,44.56,317.6,112.01,44.45
6.53,09-18-2025 12:59:26,2.2196,7983.1857,303.4,86.38,30.21,303.31,86.28,30.16
6.56,09-18-2025 12:59:27,2.2927,8468.926,302.0,83.89,28.83,301.94,83.82,28.79
6.57,09-18-2025 12:59:28,3.6585,27271.7108,276.7,38.42,3.57,277.16,39.22,4.01
6.59,09-18-2025 12:59:29,1.7207,5247.0983,313.5,104.66,40.37,313.41,104.46,40.26
6.61,09-18-2025 12:59:30,1.6849,5082.3875,314.3,106.09,41.16,314.2,105.89,41.05
6.62,09-18-2025 12:59:31,0.6969,1619.6314,345.5,162.16,72.31,345.64,162.49,72.49
6.65,09-18-2025 12:59:32,5.3769,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.66,09-18-2025 12:59:33,1.0725,2730.7447,330.6,135.36,57.42,330.53,135.29,57.38
6.68,09-18-2025 12:59:34,1.1233,2897.6091,329.0,132.45,55.81,328.9,132.35,55.75
6.7,09-18-2025 12:59:35,3.3015,19437.7392,283.6,50.89,10.49,283.91,51.36,10.76
6.71,09-18-2025 12:59:36,0.2608,550.3317,380.4,225.1,107.28,381.7,227.38,108.55
6.73,09-18-2025 12:59:38,1.1938,3136.5047,326.8,128.6,53.67,326.75,128.47,53.6
6.75,09-18-2025 12:59:39,2.9842,14804.6633,289.4,61.31,16.28,289.57,61.56,16.42
6.77,09-18-2025 12:59:40,0.9534,2356.1665,334.7,142.71,61.51,334.67,142.73,61.52
6.78,09-18-2025 12:59:41,4.3093,62391.6388,260.9,10.04,-12.2,261.95,11.84,-11.2
6.8,09-18-2025 12:59:42,3.0677,15875.7318,287.9,58.6,14.78,288.1,58.91,14.95
6.82,09-18-2025 12:59:43,3.9439,37342.8808,270.5,27.3,-2.61,271.18,28.46,-1.97
6.84,09-18-2025 12:59:44,1.9704,6504.0332,308.2,95.17,35.1,308.16,95.01,35.01
6.86,09-18-2025 12:59:45,3.1837,17529.2498,285.8,54.8,12.67,286.03,55.19,12.88
6.87,09-18-2025 12:59:46,5.8579,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.89,09-18-2025 12:59:47,1.6639,4987.448,314.8,106.94,41.64,314.67,106.74,41.52
6.91,09-18-2025 12:59:48,5.0713,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.93,09-18-2025 12:59:49,1.4402,4045.6836,320.1,116.54,46.96,320.01,116.34,46.86
6.95,09-18-2025 12:59:50,5.7043,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
6.96,09-18-2025 12:59:51,0.0698,141.4736,434.9,323.21,161.78,439.37,331.2,166.22
6.98,09-18-2025 12:59:52,3.0857,16119.0375,287.6,58.02,14.45,287.78,58.33,14.63
7.0,09-18-2025 12:59:54,1.7893,5572.9887,312.0,101.97,38.87,311.91,101.78,38.76
7.02,09-18-2025 12:59:55,6.0495,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.03,09-18-2025 12:59:56,5.0696,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.05,09-18-2025 12:59:57,5.3003,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.07,09-18-2025 12:59:58,1.299,3509.8622,323.8,123.22,50.68,323.73,123.05,50.58
7.09,09-18-2025 12:59:59,0.3086,657.8562,374.2,213.9,101.05,375.23,215.74,102.08
7.11,09-18-2025 13:00:00,1.4964,4271.1883,318.7,114.02,45.57,318.61,113.82,45.46
7.12,09-18-2025 13:00:01,0.0201,40.2867,500.3,440.82,227.12,510.73,459.64,237.58
7.14,09-18-2025 13:00:02,1.4458,4067.9128,320.0,116.28,46.82,319.87,116.09,46.72
7.16,09-18-2025 13:00:03,0.9017,2200.1434,336.6,146.19,63.44,336.62,146.25,63.47
7.18,09-18-2025 13:00:04,0.5108,1137.7179,356.2,181.54,83.08,356.67,182.33,83.52
7.2,09-18-2025 13:00:05,5.0693,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.21,09-18-2025 13:00:06,1.9734,6520.3924,308.2,95.07,35.04,308.1,94.9,34.95
7.23,09-18-2025 13:00:07,1.7295,5288.1822,313.3,104.31,40.17,313.21,104.11,40.06
7.25,09-18-2025 13:00:08,2.6421,11204.9726,295.6,72.37,22.43,295.61,72.43,22.46
7.27,09-18-2025 13:00:10,2.6001,10833.8759,296.3,73.73,23.18,296.36,73.78,23.21
7.29,09-18-2025 13:00:11,3.6986,28420.901,275.9,36.93,2.74,276.36,37.78,3.21
7.3,09-18-2025 13:00:12,0.2263,474.0832,385.8,234.72,112.62,387.28,237.43,114.13
7.32,09-18-2025 13:00:13,4.8099,253071.3581,237.5,-32.2,-35.67,239.69,-28.22,-33.46
7.34,09-18-2025 13:00:14,0.3531,759.7746,369.3,205.1,96.17,370.16,206.62,97.01
7.36,09-18-2025 13:00:15,2.1829,7748.5912,304.1,87.65,30.92,304.0,87.54,30.85
7.38,09-18-2025 13:00:16,1.5928,4674.8601,316.4,109.88,43.27,316.3,109.68,43.15
7.39,09-18-2025 13:00:17,4.1021,45687.0388,266.7,20.39,-6.45,267.48,21.79,-5.67
7.41,09-18-2025 13:00:18,3.9619,38163.7568,270.1,26.55,-3.03,270.78,27.73,-2.37
7.43,09-18-2025 13:00:19,5.6625,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.45,09-18-2025 13:00:20,0.0549,111.0957,446.2,343.5,173.05,451.51,353.05,178.36
7.46,09-18-2025 13:00:21,4.8812,410831.1415,230.2,-45.38,-42.99,232.85,-40.55,-40.3
7.48,09-18-2025 13:00:22,4.3299,64619.9049,260.3,8.89,-12.84,261.34,10.75,-11.81
7.5,09-18-2025 13:00:23,5.1699,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.51,09-18-2025 13:00:24,1.8842,6047.1787,310.0,98.36,36.87,309.92,98.18,36.77
7.54,09-18-2025 13:00:26,2.2245,8014.7721,303.3,86.22,30.12,303.21,86.12,30.06
7.55,09-18-2025 13:00:27,4.7691,206508.7957,240.7,-26.47,-32.48,242.69,-22.83,-30.46
7.57,09-18-2025 13:00:28,0.7937,1886.8962,341.0,154.1,67.83,341.08,154.28,67.93
7.59,09-18-2025 13:00:29,5.6771,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.6,09-18-2025 13:00:30,1.866,5954.0523,310.4,99.04,37.25,310.29,98.86,37.14
7.63,09-18-2025 13:00:31,3.9821,39121.9452,269.6,25.69,-3.5,270.32,26.9,-2.83
7.64,09-18-2025 13:00:32,2.6996,11735.5866,294.5,70.5,21.39,294.59,70.59,21.44
7.66,09-18-2025 13:00:33,5.7656,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.68,09-18-2025 13:00:34,1.1696,3053.5522,327.5,129.9,54.39,327.47,129.78,54.32
7.69,09-18-2025 13:00:35,1.5442,4468.6392,317.6,111.94,44.41,317.45,111.74,44.3
7.71,09-18-2025 13:00:36,1.9451,6367.2818,308.8,96.1,35.61,308.67,95.93,35.52
7.73,09-18-2025 13:00:37,1.8967,6112.1405,309.8,97.89,36.61,309.66,97.71,36.51
7.75,09-18-2025 13:00:38,2.4315,9466.6148,299.4,79.26,26.25,299.39,79.23,26.24
7.76,09-18-2025 13:00:39,0.0015,3.0009,721.2,838.52,448.07,768.94,924.42,495.79
7.78,09-18-2025 13:00:40,3.7969,31558.4416,273.8,33.2,0.67,274.35,34.16,1.2
7.8,09-18-2025 13:00:42,1.5101,4327.1607,318.4,113.42,45.23,318.27,113.22,45.12
7.82,09-18-2025 13:00:43,0.3163,675.3493,373.3,212.28,100.16,374.29,214.06,101.14
7.84,09-18-2025 13:00:44,2.7443,12165.5769,293.7,69.06,20.59,293.8,69.18,20.65
7.85,09-18-2025 13:00:45,1.1079,2846.6591,329.4,133.32,56.29,329.39,133.23,56.24
7.87,09-18-2025 13:00:46,1.8321,5783.1397,311.1,100.33,37.96,311.01,100.14,37.86
7.89,09-18-2025 13:00:47,1.7291,5286.4295,313.3,104.32,40.18,313.22,104.13,40.07
7.91,09-18-2025 13:00:48,5.9642,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
7.93,09-18-2025 13:00:49,2.1973,7840.0196,303.8,87.15,30.64,303.73,87.04,30.58
7.94,09-18-2025 13:00:50,3.6921,28228.1263,276.0,37.18,2.88,276.49,38.02,3.34
7.96,09-18-2025 13:00:51,4.7826,219951.1354,239.7,-28.26,-33.48,241.75,-24.52,-31.4
7.98,09-18-2025 13:00:52,1.8975,6116.0355,309.7,97.86,36.59,309.64,97.68,36.49
8.0,09-18-2025 13:00:53,3.7832,31090.9651,274.1,33.73,0.96,274.64,34.67,1.49
8.01,09-18-2025 13:00:54,6.0491,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.03,09-18-2025 13:00:55,1.0174,2554.5338,332.4,138.67,59.26,332.39,138.63,59.24
8.05,09-18-2025 13:00:56,4.1809,51040.7447,264.6,16.67,-8.52,265.49,18.2,-7.66
8.07,09-18-2025 13:00:58,2.1699,7667.4543,304.3,88.1,31.16,304.25,87.98,31.1
8.09,09-18-2025 13:00:59,2.3014,8527.9541,301.8,83.6,28.67,301.78,83.53,28.63
8.1,09-18-2025 13:01:00,4.9219,630000.0,224.0,-56.47,-49.15,227.12,-50.85,-46.03
8.12,09-18-2025 13:01:01,4.1212,46899.0043,266.2,19.51,-6.94,267.0,20.94,-6.15
8.14,09-18-2025 13:01:02,3.1341,16796.1815,286.7,56.43,13.57,286.92,56.78,13.77
8.16,09-18-2025 13:01:03,5.8348,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.18,09-18-2025 13:01:04,5.0934,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.19,09-18-2025 13:01:05,1.8713,5980.823,310.3,98.84,37.14,310.18,98.66,37.03
8.21,09-18-2025 13:01:06,2.2365,8092.998,303.0,85.81,29.89,302.99,85.71,29.84
8.23,09-18-2025 13:01:07,0.171,354.1106,396.7,254.3,123.5,398.68,257.96,125.53
8.25,09-18-2025 13:01:08,1.47,4164.3059,319.4,115.19,46.22,319.26,115.0,46.11
8.27,09-18-2025 13:01:09,2.9842,14804.6633,289.4,61.31,16.28,289.57,61.56,16.42
8.28,09-18-2025 13:01:10,1.0132,2541.5439,332.5,138.92,59.4,332.53,138.89,59.38
8.3,09-18-2025 13:01:11,0.0304,61.1213,476.6,398.22,203.46,484.61,412.63,211.46
8.32,09-18-2025 13:01:12,3.0268,15339.7105,288.7,59.93,15.52,288.82,60.21,15.67
8.34,09-18-2025 13:01:14,0.6874,1593.8668,345.9,163.01,72.78,346.13,163.36,72.98
8.35,09-18-2025 13:01:15,4.1569,49303.1875,265.3,17.83,-7.87,266.1,19.32,-7.05
8.37,09-18-2025 13:01:16,3.1054,16390.4467,287.2,57.37,14.1,287.43,57.7,14.28
8.39,09-18-2025 13:01:17,6.0465,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.4,09-18-2025 13:01:18,4.7314,176133.0852,243.2,-21.89,-29.94,245.08,-18.52,-28.07
8.43,09-18-2025 13:01:19,5.7576,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.44,09-18-2025 13:01:20,2.7686,12407.7083,293.3,68.27,20.15,293.37,68.4,20.22
8.46,09-18-2025 13:01:21,3.276,19002.3202,284.1,51.74,10.97,284.37,52.2,11.22
8.48,09-18-2025 13:01:22,5.3209,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.49,09-18-2025 13:01:23,6.0412,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.52,09-18-2025 13:01:24,2.7598,12319.5603,293.5,68.56,20.31,293.53,68.68,20.38
8.53,09-18-2025 13:01:25,2.3998,9229.3825,300.0,80.31,26.84,299.97,80.27,26.82
8.55,09-18-2025 13:01:26,1.9207,6237.7202,309.3,97.0,36.11,309.16,96.83,36.01
8.57,09-18-2025 13:01:27,3.7189,29028.1979,275.5,36.18,2.32,275.95,37.04,2.8
8.58,09-18-2025 13:01:28,6.0514,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
8.6,09-18-2025 13:01:30,2.7549,12271.0949,293.5,68.72,20.4,293.61,68.84,20.46
8.62,09-18-2025 13:01:31,2.3644,8970.8323,300.6,81.49,27.49,300.61,81.44,27.46
8.64,09-18-2025 13:01:32,3.1663,17267.4597,286.1,55.38,12.99,286.34,55.75,13.19
8.65,09-18-2025 13:01:33,2.5892,10739.8958,296.5,74.08,23.38,296.55,74.12,23.4
8.67,09-18-2025 13:01:34,4.9721,1783721.9731,210.1,-81.57,-63.1,214.3,-73.93,-58.85
8.69,09-18-2025 13:01:35,1.3262,3609.8399,323.1,121.88,49.94,322.99,121.71,49.84
8.71,09-18-2025 13:01:36,2.0706,7068.1231,306.2,91.58,33.1,306.17,91.43,33.02
8.73,09-18-2025 13:01:37,1.7966,5608.5379,311.9,101.69,38.71,311.76,101.5,38.61
8.74,09-18-2025 13:01:38,0.1011,206.2947,418.4,293.42,145.24,421.68,299.35,148.53
8.76,09-18-2025 13:01:39,0.5106,1137.2527,356.2,181.57,83.09,356.68,182.35,83.53
8.78,09-18-2025 13:01:40,3.6484,26992.509,276.9,38.79,3.77,277.36,39.58,4.21
8.8,09-18-2025 13:01:41,3.0529,15678.8855,288.2,59.09,15.05,288.36,59.38,15.21
8.82,09-18-2025 13:01:42,4.0588,43124.3774,267.8,22.35,-5.36,268.53,23.68,-4.62
8.83,09-18-2025 13:01:43,4.6014,115450.839,250.2,-9.34,-22.97,251.68,-6.65,-21.47
8.85,09-18-2025 13:01:44,1.4904,4246.79,318.9,114.29,45.71,318.76,114.09,45.61
8.87,09-18-2025 13:01:46,2.5568,10464.5452,297.1,75.14,23.97,297.13,75.17,23.98
8.89,09-18-2025 13:01:47,2.4191,9373.2746,299.6,79.67,26.48,299.61,79.63,26.46
8.9,09-18-2025 13:01:48,1.7106,5200.1672,313.7,105.06,40.59,313.63,104.86,40.48
8.92,09-18-2025 13:01:49,1.2043,3172.8442,326.5,128.05,53.36,326.44,127.91,53.29
8.94,09-18-2025 13:01:50,2.6496,11272.6354,295.4,72.12,22.29,295.48,72.19,22.33
8.96,09-18-2025 13:01:51,2.5888,10736.6702,296.5,74.1,23.39,296.56,74.14,23.41
8.98,09-18-2025 13:01:52,0.9679,2400.4092,334.1,141.78,60.99,334.14,141.78,60.99
8.99,09-18-2025 13:01:53,4.9223,633086.8167,223.9,-56.59,-49.22,227.06,-50.96,-46.09
9.01,09-18-2025 13:01:54,1.0431,2636.0348,331.5,137.11,58.39,331.51,137.05,58.36
9.03,09-18-2025 13:01:55,3.6943,28294.0022,276.0,37.09,2.83,276.45,37.94,3.3
9.05,09-18-2025 13:01:57,0.6126,1396.1737,349.9,170.17,76.76,350.19,170.68,77.04
9.07,09-18-2025 13:01:58,1.9583,6437.9058,308.5,95.62,35.34,308.4,95.45,35.25
9.08,09-18-2025 13:01:59,6.0596,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
9.1,09-18-2025 13:02:00,4.2649,58015.6436,262.3,12.42,-10.88,263.22,14.12,-9.93
9.12,09-18-2025 13:02:01,0.3103,661.6912,374.0,213.54,100.85,375.02,215.36,101.87
9.14,09-18-2025 13:02:02,0.4331,948.4056,362.0,191.97,88.87,362.62,193.05,89.47
9.16,09-18-2025 13:02:03,4.3146,62946.1111,260.8,9.75,-12.36,261.8,11.56,-11.35
9.17,09-18-2025 13:02:04,5.5022,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
9.19,09-18-2025 13:02:05,5.0214,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
9.21,09-18-2025 13:02:06,2.3254,8694.2095,301.4,82.8,28.22,301.33,82.73,28.18
9.23,09-18-2025 13:02:07,4.4858,87228.9742,255.0,-0.69,-18.16,256.26,1.59,-16.89
9.25,09-18-2025 13:02:08,5.3453,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
9.26,09-18-2025 13:02:09,2.4956,9965.0611,298.2,77.14,25.08,298.23,77.14,25.08
9.28,09-18-2025 13:02:10,5.8067,inf,0.0,-459.67,-273.15,0.0,-459.67,-273.15
9.3,09-18-2025 13:02:11,4.9746,1955601.9656,208.9,-83.67,-64.26,213.23,-75.85,-59.92
9.32,09-18-2025 13:02:13,2.9861,14827.7574,289.4,61.25,16.25,289.54,61.5,16.39
9.33,09-18-2025 13:02:14,1.8538,5892.2505,310.7,99.5,37.5,310.55,99.32,37.4
9.35,09-18-2025 13:02:15,3.2542,18640.9852,284.5,52.47,11.37,284.76,52.9,11.61
